Ia,Ib,Ic,Voltage,Torque,Speed,Condition
-22.50062224,-71.88341502,94.38403726,-182.0837144,76.85904601,156.7030351,RF
3.528323623,-85.39699896,81.86867534,-172.9417594,64.65081663,156.6860118,RF
17.7294609,-90.77696912,73.04750823,-165.4826111,58.12809015,156.6766233,RF
17.7294609,-90.77696912,73.04750823,-165.4826111,58.12809015,156.6766233,RF
42.4633797,-96.47220935,54.00882966,-146.050369,46.75862341,156.659603,RF
65.0005256,-96.79117455,31.79064895,-122.1061117,36.10574068,156.6425847,RF
84.3552176,-91.72032809,7.36511049,-93.62343328,26.28899308,156.6255683,RF
99.7617226,-81.53591003,-18.22581257,-61.77639384,17.38307273,156.6085538,RF
110.4812447,-66.59282025,-43.88842449,-27.22272238,9.411576674,156.5915413,RF
115.1930874,-52.23829211,-62.95479528,-1.11E-11,4.035166658,156.5783837,RF
115.1930874,-52.23829211,-62.95479528,2.54E-12,4.035166658,156.5783837,RF
116.6882542,-40.14202686,-76.54622734,20.6875607,0.434597326,156.5685059,RF
116.6882542,-40.14202686,-76.54622734,20.6875607,0.434597326,156.5685059,RF
116.6882542,-40.14202686,-76.54622734,20.6875607,0.434597326,156.5685059,RF
116.6882543,-40.14202821,-76.54622607,7.396535498,0.434611985,156.5685059,RF
116.6882539,-40.1420438,-76.54621013,2.644648738,0.434648096,156.5685059,RF
116.6882534,-40.14206447,-76.54618895,0.945724869,0.434691875,156.5685058,RF
116.6882526,-40.14209637,-76.54615623,0.204080462,0.434757765,156.5685058,RF
116.6882513,-40.14214702,-76.54610429,0.009345264,0.434861487,156.5685058,RF
116.68825,-40.14219752,-76.5460525,8.58E-05,0.434964752,156.5685058,RF
116.68825,-40.14219752,-76.5460525,8.58E-05,0.434964752,156.5685058,RF
116.68825,-40.14219752,-76.5460525,8.58E-05,0.434964752,156.5685058,RF
116.68825,-40.14219752,-76.5460525,8.58E-05,0.434964752,156.5685058,RF
116.68825,-40.14219752,-76.5460525,8.58E-05,0.434964753,156.5685058,RF
116.68825,-40.14219752,-76.54605249,8.58E-05,0.434964756,156.5685058,RF
116.68825,-40.14219753,-76.54605249,8.59E-05,0.434964773,156.5685058,RF
116.68825,-40.14219757,-76.54605244,8.63E-05,0.434964858,156.5685058,RF
116.68825,-40.14219778,-76.54605223,8.80E-05,0.434965283,156.5685058,RF
116.68825,-40.14219882,-76.54605117,9.66E-05,0.434967405,156.5685058,RF
116.6882499,-40.14220401,-76.54604584,0.00013439,0.434978017,156.5685058,RF
116.6882492,-40.14222996,-76.54601923,0.00023976,0.435031077,156.5685058,RF
116.6882459,-40.14235972,-76.54588614,0.000289676,0.435296373,156.5685057,RF
116.6882293,-40.14300852,-76.54522074,0.000250562,0.436622856,156.5685055,RF
116.6881463,-40.14625254,-76.54189373,0.000229252,0.443255277,156.5685044,RF
116.6877319,-40.16247292,-76.52525901,0.000232077,0.47641754,156.5684989,RF
116.6856765,-40.24358238,-76.44209409,0.000228595,0.642232881,156.5684714,RF
116.675804,-40.64931774,-76.02648621,0.000214128,1.471409723,156.5683337,RF
116.6365572,-42.68266961,-73.95388755,0.000157181,5.619746879,156.5676452,RF
116.6926952,-52.96285577,-63.72983944,0.000258852,26.41640655,156.5642027,RF
120.8913584,-94.57946953,-26.31188885,0.006762521,107.8677613,156.5507964,RF
134.1936718,-147.1790363,12.98536451,0.02721228,205.2777325,156.5346815,RF
156.2244396,-201.2706908,45.04625117,0.060813172,299.6744793,156.5185673,RF
186.4634296,-255.2513386,68.78790901,0.106696752,388.195839,156.5024539,RF
224.0595986,-307.3391108,83.2795122,0.163355546,467.8522989,156.4863414,RF
267.7764802,-355.6477051,87.87122493,0.228802869,535.7133135,156.4702299,RF
315.9929856,-398.302442,82.3094564,0.300562701,589.1386467,156.4541196,RF
366.7574467,-433.5794924,66.82204575,0.375757298,626.0189291,156.4380105,RF
417.8882788,-460.0496759,42.16139717,0.4512442,644.9927854,156.4219028,RF
467.1104324,-476.7089838,9.59855135,0.523790408,645.6124684,156.4057966,RF
512.213382,-483.0799776,-29.13340439,0.590267968,628.4363944,156.3896922,RF
537.2063382,-481.897434,-55.30890423,0.627155506,609.514302,156.3797164,RF
537.2063382,-481.897434,-55.30890423,0.627155506,609.514302,156.3797164,RF
571.593421,-472.1002359,-99.49318513,0.67803111,567.2609147,156.3636151,RF
597.5263889,-453.5485127,-143.9778762,0.716530271,513.222617,156.3475159,RF
614.2591507,-427.8013299,-186.4578208,0.741434111,451.0087349,156.3314189,RF
621.6569892,-396.8008429,-224.8561463,0.752278064,384.5724639,156.3153241,RF
620.19599,-362.7185535,-257.4774365,0.749401129,317.9064596,156.2992316,RF
610.9089679,-327.7815928,-283.1273751,0.733889902,254.7358226,156.2831413,RF
595.2828358,-294.0956986,-301.1871372,0.707473834,198.2379783,156.2670533,RF
575.1173389,-263.4819667,-311.6353723,0.672374437,150.8162858,156.2509673,RF
552.3590134,-237.3430695,-315.0159439,0.631122694,113.9487364,156.2348834,RF
528.9267228,-216.5716202,-312.3551026,0.586361655,88.12542841,156.2188015,RF
506.5459082,-201.5090238,-305.0368844,0.540652257,72.87943895,156.2027213,RF
486.6076906,-191.9580223,-294.6496683,0.496413853,66.90622238,156.186643,RF
470.0662662,-187.2465874,-282.8196788,0.45532326,68.25776579,156.1705663,RF
457.3840309,-186.3350627,-271.0489682,0.418921288,74.59006645,156.1544912,RF
448.5286371,-187.9553467,-260.5732904,0.388104794,83.43774886,156.1384177,RF
443.0211755,-190.7673002,-252.2538753,0.36325478,92.48726196,156.1223457,RF
440.0289934,-193.5145981,-246.5143953,0.344295887,99.82013571,156.1062754,RF
438.4922323,-195.16444,-243.3277922,0.330793123,104.1020187,156.0902067,RF
437.2698201,-195.0166259,-242.2531942,0.322073317,104.699084,156.0741395,RF
435.2887861,-192.7710305,-242.5177557,0.31735606,101.7113617,156.0580741,RF
431.6806593,-188.5471286,-243.1335306,0.315878613,95.92153569,156.0420104,RF
425.8903173,-182.8544321,-243.0358851,0.317000593,88.66675277,156.0259483,RF
417.7458086,-176.5179822,-241.2278264,0.320277121,81.64909569,156.009888,RF
407.4820114,-170.5678353,-236.9141761,0.325493179,76.70671764,155.9938294,RF
395.7160639,-166.1052743,-229.6107896,0.33265668,75.57157215,155.9777724,RF
383.3777514,-164.1608806,-219.2168708,0.341952761,79.64080153,155.9617172,RF
371.602899,-165.5603622,-206.0425368,0.353666396,89.78707757,155.9456635,RF
361.6017932,-170.8130857,-190.7887075,0.368084216,106.2287329,155.9296113,RF
354.5173057,-180.0357071,-174.4815986,0.385388893,128.4738772,155.9135606,RF
351.288457,-192.9194324,-158.3690246,0.405560409,155.3445854,155.8975113,RF
352.5345206,-208.7446701,-143.7898505,0.428297814,185.0785439,155.8814635,RF
358.4725161,-226.441692,-132.0308241,0.452972868,215.4971867,155.865417,RF
368.8773101,-244.690934,-124.1863761,0.478623332,244.2222151,155.8493719,RF
383.0889423,-262.0522882,-121.0366541,0.503989254,268.9172424,155.8333282,RF
400.0667048,-277.1096072,-122.9570976,0.527590615,287.528654,155.8172859,RF
418.4844806,-288.6149973,-129.8694833,0.547839922,298.4999076,155.8012452,RF
436.8572193,-295.616915,-141.2403043,0.563180238,300.9361688,155.7852061,RF
453.6862847,-297.5612389,-156.1250458,0.572229211,294.7028652,155.7691686,RF
467.6064503,-294.3485877,-173.2578626,0.573926238,280.4448758,155.7531329,RF
477.5208549,-286.3477397,-191.1731152,0.567653245,259.5273075,155.737099,RF
482.7090138,-274.3605256,-208.3484882,0.553324237,233.9023592,155.7210669,RF
482.8967106,-259.5424332,-223.3542773,0.531430233,205.9165588,155.7050368,RF
478.2802818,-243.2870857,-234.9931961,0.503033481,178.0783506,155.6890085,RF
469.5028623,-227.0866895,-242.4161729,0.46970967,152.8103248,155.6729822,RF
