Ia,Ib,Ic,Voltage,Torque,Speed,Condition
1140.738192,-12.71356481,-1128.024627,1.23251876,-274.7520281,156.2454701,HG
1138.592509,-10.09820854,-1128.494301,1.229925555,-282.3121483,156.245071,HG
1127.758561,2.873102601,-1130.631663,1.216823441,-319.7472033,156.2430755,HG
1071.244602,64.88315824,-1136.127761,1.148260271,-497.0981195,156.2330992,HG
967.7016928,158.5678078,-1126.269501,1.021705057,-758.9899426,156.2159483,HG
861.3677625,233.1390978,-1094.50686,0.890231,-960.2600778,156.1988016,HG
757.8470781,287.0422881,-1044.889366,0.76058534,-1097.884062,156.1816583,HG
661.8090147,320.3556571,-982.1646719,0.638602399,-1173.632978,156.164518,HG
576.6709359,334.5958396,-911.2667755,0.528856159,-1193.354177,156.14738,HG
504.4387399,332.3840771,-836.822817,0.43444945,-1165.87318,156.1302438,HG
445.7175709,317.0189305,-762.7365013,0.356975813,-1101.664163,156.113109,HG
399.8825271,292.009849,-691.8923762,0.296646013,-1011.454885,156.0959754,HG
365.3811108,260.6296309,-626.0107417,0.252553156,-904.9365922,156.0788427,HG
340.1237656,225.5398887,-565.6636543,0.223034344,-789.731397,156.0617109,HG
321.9091628,188.5332538,-510.4424166,0.206076873,-670.7337921,156.0445798,HG
308.8278793,150.4204733,-459.2483527,0.199713446,-549.8934218,156.0274494,HG
299.5920763,111.0717328,-410.6638091,0.202354415,-426.4493869,156.0103197,HG
293.7491743,69.60180064,-363.350975,0.213014918,-297.5690912,155.9931907,HG
292.8887896,58.95626109,-351.8450507,0.2216956,-264.7771144,155.9890093,HG
292.8887896,58.95626109,-351.8450507,0.2216956,-264.7771144,155.9890093,HG
292.8398568,58.24496101,-351.0848179,0.216801114,-262.5863712,155.9887324,HG
292.7919764,57.53265816,-350.3246345,0.217071914,-260.3928773,155.9884556,HG
292.5685088,53.95594763,-346.5244565,0.218452513,-249.3836036,155.9870714,HG
291.868004,35.67493298,-327.542937,0.226114424,-193.2327844,155.9801507,HG
293.6398544,-12.89758872,-280.7422656,0.250742189,-44.96623855,155.9630092,HG
301.9510137,-67.25971412,-234.6912995,0.284088388,119.0169131,155.945868,HG
318.9446576,-128.0456685,-190.8989892,0.327193284,300.0281429,155.928727,HG
346.749823,-195.0011006,-151.7487225,0.381016536,496.6820746,155.9115861,HG
387.0723409,-266.8003363,-120.2720045,0.446098637,704.4682255,155.8944451,HG
440.8134193,-341.0084024,-99.80501685,0.522231494,915.7541652,155.877304,HG
507.7692579,-414.1973385,-93.57191938,0.608207833,1120.232225,155.8601628,HG
586.4532469,-482.2074016,-104.2458454,0.701688301,1305.766641,155.8430215,HG
674.0684818,-540.5252514,-133.5432305,0.799212157,1459.546958,155.8258805,HG
766.6398886,-584.7361853,-181.9037033,0.89635912,1569.414207,155.8087401,HG
859.2957332,-610.9976419,-248.2980913,0.988050799,1625.203248,155.7916007,HG
946.6698905,-616.4777265,-330.192164,1.06896221,1619.940545,155.7744631,HG
1023.381224,-599.705865,-423.6753591,1.133999317,1550.75202,155.7573276,HG
1084.5366,-560.7924566,-523.7441431,1.178789213,1419.368529,155.740195,HG
1126.20061,-501.4893934,-624.7112169,1.200126584,1232.163025,155.7230658,HG
1145.778446,-425.0817316,-720.6967142,1.196323942,999.7078491,155.7059406,HG
1142.268091,-336.1204211,-806.1476701,1.167423251,735.8963632,155.6888196,HG
1116.352988,-240.0244619,-876.3285263,1.115241886,456.7235599,155.6717031,HG
1070.324665,-142.5959582,-927.7287071,1.043244535,178.8594207,155.6545912,HG
1045.647202,-102.3915047,-943.2556974,1.015355425,65.44201359,155.6473487,HG
1045.647202,-102.3915047,-943.2556974,1.015355425,65.44201359,155.6473487,HG
1044.643647,-100.8667867,-943.7768602,1.006412146,61.15607425,155.6470702,HG
1043.636227,-99.34385224,-944.2923751,1.005004273,56.8764468,155.6467916,HG
1038.541858,-91.75664041,-946.7852173,0.997910359,35.57526711,155.6453989,HG
1011.716826,-54.58382257,-957.1330037,0.961308951,-68.2630232,155.6384357,HG
938.4150583,29.34127134,-967.7563296,0.866091259,-298.9009145,155.6214272,HG
858.2651468,100.261991,-958.5271378,0.767445065,-489.2124994,155.6044226,HG
776.4227283,155.488739,-931.9114673,0.671360675,-632.61674,155.5874215,HG
697.6345013,193.7850982,-891.4195994,0.583213421,-726.7302647,155.5704233,HG
625.8314566,215.361018,-841.1924746,0.507346822,-773.2283975,155.5534277,HG
563.8302865,221.7131718,-785.5434582,0.446755717,-777.2859524,155.5364342,HG
513.1742301,215.3361355,-728.5103656,0.402919398,-746.6771596,155.5194424,HG
474.1259363,199.3418384,-673.4677747,0.375797289,-690.649673,155.502452,HG
445.8075776,177.0349656,-622.8425432,0.363982487,-618.7120165,155.4854629,HG
426.4660386,151.4961372,-577.9621758,0.364990339,-539.4805783,155.4684748,HG
413.8265757,125.2226598,-539.0492355,0.375644452,-459.7217,155.4514879,HG
407.6606833,107.2419771,-514.9026604,0.390645345,-405.7615673,155.4395513,HG
407.6606833,107.2419771,-514.9026604,0.390645345,-405.7615673,155.4395513,HG
407.4755676,106.6240884,-514.099656,0.387157929,-403.9210373,155.4391347,HG
407.2920459,106.0071666,-513.2992125,0.387602685,-402.0837115,155.4387182,HG
406.3971781,102.9375188,-509.3346969,0.389856796,-392.945661,155.4366354,HG
402.370012,87.99937163,-490.3693837,0.401742315,-348.4937982,155.4262218,HG
396.8028381,65.5789875,-462.3818256,0.421515096,-281.7563059,155.4096995,HG
391.390072,44.0077137,-435.3977857,0.440593851,-217.5848431,155.3931784,HG
385.8382132,22.00326543,-407.8414786,0.457677073,-152.1987246,155.3766585,HG
380.6878186,-2.09188989,-378.5959287,0.472357208,-80.9339742,155.3601397,HG
