Ia,Ib,Ic,Voltage,Torque,Speed,Condition
150.2408567,-76.84513381,-73.39572291,0.130279168,61.2427184,154.6497067,SF
164.3475362,-96.41209439,-67.93544182,0.11965009,78.32349291,154.6329606,SF
179.2370598,-112.5142897,-66.72277011,0.115252856,92.1540801,154.618761,SF
179.2370598,-112.5142897,-66.72277011,0.115252856,92.1540801,154.618761,SF
181.2308147,-114.421646,-66.80916865,0.114815176,93.77457792,154.6170198,SF
183.2579722,-116.3080688,-66.94990339,0.114627243,95.37378595,154.6152788,SF
193.8563761,-125.3666603,-68.48971584,0.114685456,103.0038862,154.6065736,SF
216.3135135,-140.6954744,-75.61803902,0.119509438,115.6820397,154.589579,SF
240.0275381,-151.8956251,-88.13191296,0.130056991,124.58313,154.5725861,SF
263.5094275,-157.9148942,-105.5945334,0.145436535,128.8927318,154.5555951,SF
282.7389796,-158.3581157,-124.3808639,0.162037937,128.488548,154.5406378,SF
282.7389796,-158.3581157,-124.3808639,0.162037937,128.488548,154.5406378,SF
282.7389796,-158.3581157,-124.3808639,0.162037937,128.488548,154.5406378,SF
286.5009068,-157.8571202,-128.6437866,0.165710211,127.8895019,154.5374999,SF
289.1512716,-157.3630039,-131.7882677,0.16847182,127.3446797,154.5352288,SF
301.365007,-153.2300963,-148.1349107,0.182727664,123.2398252,154.5238741,SF
315.9248429,-141.907851,-174.0169919,0.204992762,112.8696364,154.506704,SF
324.8941796,-125.1206801,-199.7734995,0.226874431,98.09106486,154.4895359,SF
327.6692338,-103.9484109,-223.7208229,0.247185653,79.89612252,154.4723699,SF
324.1391274,-79.80387395,-244.3352535,0.265013243,59.52220027,154.455206,SF
314.6896707,-54.29700049,-260.3926703,0.279766111,38.33258519,154.4380442,SF
300.1549122,-29.08039707,-271.0745151,0.291171266,17.68665181,154.4208845,SF
281.7234077,-5.69400071,-276.0294069,0.29923073,-1.185312908,154.4037269,SF
260.810114,14.57391908,-275.3840331,0.304147653,-17.28915434,154.3865714,SF
238.9091382,30.79421419,-269.7033524,0.306234466,-29.94444745,154.3694179,SF
217.4444216,42.46154619,-259.9059678,0.305817586,-38.82509244,154.3522665,SF
197.6353182,49.51030625,-247.1456245,0.30315318,-43.95985723,154.335117,SF
180.3918969,52.28160411,-232.673501,0.29836651,-45.69455089,154.3179694,SF
166.2509421,51.44691634,-217.6978584,0.291423817,-44.62191317,154.3008238,SF
155.3585408,47.89895954,-203.2575003,0.282141005,-41.48885742,154.2836801,SF
147.4994527,42.62396988,-190.1234226,0.270228121,-37.09300855,154.2665382,SF
147.4787537,42.60480239,-190.0835561,0.270208582,-37.07761518,154.266483,SF
147.4787537,42.60480239,-190.0835561,0.270208582,-37.07761518,154.266483,SF
147.3218732,42.1936832,-189.5155564,0.2624003,-36.8585761,154.2658206,SF
147.3928674,41.33136021,-188.7242276,0.260824459,-36.55478512,154.2651582,SF
147.7079618,39.756474,-187.4644358,0.263145729,-36.06833021,154.2642742,SF
148.01073,38.22970552,-186.2404355,0.264923247,-35.58890946,154.2633902,SF
148.2147242,36.92209459,-185.1368188,0.264361657,-35.14939071,154.2625062,SF
148.596766,34.53038116,-183.1271472,0.262736171,-34.33492453,154.2608581,SF
149.0964893,31.97326428,-181.0697536,0.262732831,-33.48510186,154.2592101,SF
149.6195798,29.44239214,-179.061972,0.262343106,-32.63893838,154.2575621,SF
151.2428858,22.41529223,-173.6581781,0.260813818,-30.29052212,154.2529856,SF
155.6381717,7.064475761,-162.7026475,0.25742026,-25.30258657,154.2430716,SF
164.9848118,-18.4811712,-146.5036406,0.249884888,-17.94894592,154.2263899,SF
175.3239187,-42.80941859,-132.5145001,0.239575492,-12.72125578,154.2097098,SF
